date,Open,High,Low,Close,Adj Close,Volume
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,97.1441879272461,90318000
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,95.80343627929688,103433200
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,96.07256317138672,89001600
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,91.6996841430664,197004400
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,91.47252655029297,185438800
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,93.64044189453125,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,92.10216522216797,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,93.86760711669922,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,95.00342559814453,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,104.94920349121094,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,107.59368896484375,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,108.31221008300781,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,108.70479583740234,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,112.49742889404297,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,109.93971252441406,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,111.53766632080078,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,108.2205581665039,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,111.81718444824219,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,113.79607391357422,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,113.69465637207031,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,113.3978271484375,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,114.34274291992188,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,114.48621368408203,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,117.02661895751953,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,123.05728149414062,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,124.5290756225586,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,123.50747680664062,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,125.18705749511719,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,123.69052124023438,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,123.49016571044922,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,127.67799377441406,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,132.76373291015625,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,130.01307678222656,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,119.60411071777344,257599600
2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,119.68326568603516,332607200
2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,111.62918853759766,231366600
2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,116.08169555664062,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,112.29212188720703,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,110.81783294677734,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,114.14238739013672,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,114.32048034667969,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,110.94647979736328,154679000
2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,109.17536163330078,178011000
2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,105.71231079101562,287104900
2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,108.91810607910156,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,110.62985229492188,183055400
2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,105.98934936523438,150718700
2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,107.07775115966797,167743300
2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,111.09488677978516,149981400
2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,113.74658966064453,137672400
2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,112.88578796386719,99382200
2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,114.5876235961914,142675200
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,115.55728149414062,116120400
2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,111.82707214355469,144712000
2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,115.27034759521484,106243800
2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,111.9655990600586,161498200
2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,113.86532592773438,96849000
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,113.75648498535156,83477200
2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,115.73538970947266,100506900
2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,123.08695983886719,240226800
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,119.8218002319336,262330500
2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,119.91085815429688,150712000
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,119.43589782714844,112559200
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,117.76374053955078,115393800
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,114.7558364868164,120639300
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,116.26969146728516,124423700
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,115.63643646240234,89946000
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,114.52825927734375,101988000
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,113.82575988769531,82572600
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,113.83564758300781,111850700
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,115.36929321289062,92276800
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,110.02628326416016,143937800
2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,114.1028060913086,146129200
2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,107.71098327636719,190272600
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,107.62193298339844,122866900
2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,109.2743148803711,107624400
2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,113.73670959472656,138235500
2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,117.77364349365234,126387100
2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,117.63984680175781,114457900
2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,115.29080200195312,154515300
2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,114.94390106201172,138023400
2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,118.4327621459961,112295000
2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,118.15524291992188,103162300
2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,118.20480346679688,81581900
2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,119.23558807373047,91183000
2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,118.3336410522461,74271000
2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,116.98567962646484,76322100
2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,117.59027862548828,74113000
2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,116.3017807006836,73604300
2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,112.84266662597656,127959300
2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,114.15098571777344,113874200
2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,115.00337219238281,76499200
2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,115.55841827392578,46691300
2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,117.99665832519531,169410200
2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,121.6341781616211,127728200
2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,121.99099731445312,89004200
2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,121.85223388671875,78967600
2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,121.16835021972656,78260400
2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,122.65506744384766,86712000
2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,123.27948760986328,82225500
2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,120.70249938964844,115089200
2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,122.14958190917969,81312200
2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,121.3269271850586,86939800
2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,120.70249938964844,79184500
2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,126.74853515625,157243700
2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,126.67913818359375,98208600
2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,127.56126403808594,94359800
2020-12-18,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,125.53932189941406,192541500
2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,127.09542846679688,121251600
2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,130.713134765625,168904800
2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,129.80128479003906,88223700
2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,130.8023223876953,54930100
2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,135.4805908203125,124486200
2020-12-29,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,133.67666625976562,121047300
2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,132.536865234375,96452100
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,131.51597595214844,99116600
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,128.2649688720703,143301900
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,129.850830078125,97664900
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,125.4798583984375,155088000
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,129.76162719726562,109578200
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,130.8816375732422,105158200
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,127.83877563476562,100384500
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,127.660400390625,91951100
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,129.7318878173828,88636800
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,127.7694091796875,90221800
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,126.01506805419922,111598500
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,126.69896697998047,90757300
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,130.86178588867188,104319500
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,135.6589813232422,120150900
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,137.83950805664062,114459400
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,141.65545654296875,157611700
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,141.89332580566406,98390600
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,140.8030548095703,140843800
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,135.8770294189453,142621100
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,130.79241943359375,177523800
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,132.95314025878906,106239800
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,133.7956085205078,83305400
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,132.75491333007812,89880900
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,136.1743927001953,84183100
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,135.7525177001953,75693800
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,135.9014129638672,71297200
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,135.00802612304688,76774200
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,134.39260864257812,73046600
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,134.134521484375,64280000
2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,134.37274169921875,60145100
2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,132.2088165283203,80576300
2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,129.87612915039062,97918500
2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,128.7544403076172,96856700
2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,128.9132537841797,87668800
2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,125.07177734375,103916400
2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,124.93281555175781,158273000
2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,124.42657470703125,111039900
2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,120.09868621826172,148199500
2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,120.36669921875,164560400
2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,126.84859466552734,116307900
2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,124.19827270507812,102260900
2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,121.16080474853516,112966300
2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,119.2450180053711,178155000
2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,120.52552032470703,153766600
2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,115.50279998779297,154376600
2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,120.19795227050781,129525800
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,119.09613800048828,111943300
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,121.06153106689453,103026500
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,120.13839721679688,88105100
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,123.07657623291016,92403800
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,124.64494323730469,115227900
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,123.8409194946289,111932600
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,119.64207458496094,121229700
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,119.1060562133789,185549500
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,122.48100280761719,111912300
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,121.63726806640625,95467100
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,119.20531463623047,88530500
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,119.7016372680664,98844700
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,120.31706237792969,94071200
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,120.49573516845703,80819200
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,119.01671600341797,85671900
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,121.2501449584961,118323800
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,122.0938720703125,75089100
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,124.97251892089844,88651200
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,125.28023529052734,80171300
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,126.95779418945312,83466700
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,129.39967346191406,88844600
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,132.0202178955078,106686700
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,130.273193359375,91420000
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,133.43966674804688,91266500
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,131.05735778808594,87222800
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,133.5091552734375,89347100
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,133.1716766357422,84922400
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,133.84666442871094,94264200
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,132.12940979003906,94812300
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,132.51651000976562,68847100
2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,130.96803283691406,84566500
2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,133.3304901123047,78657500
2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,133.7275390625,66905100
2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,133.3999786376953,66015800
2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,132.59593200683594,107760100
2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,132.49667358398438,151101000
2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,130.49156188964844,109839500
2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,131.56358337402344,75135100
2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,126.90814208984375,137564700
2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,127.15631103515625,84000900
2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,128.7842254638672,78128300
2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,129.47032165527344,78973300
2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,126.12938690185547,88071200
2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,125.19473266601562,126142800
2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,122.07257080078125,112172300
2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,124.26007080078125,105861300
2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,126.72598266601562,81918000
2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,125.55268096923828,74244600
2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,124.14075469970703,63342900
2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,123.9816665649414,92612000
2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,126.58677673339844,76857100
2021-05-21,127.81999969482422,128.0,125.20999908447266,125.43000030517578,124.71746063232422,79295400
2021-05-24,126.01000213623047,127.94000244140625,125.94000244140625,127.0999984741211,126.37797546386719,63092900
2021-05-25,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,126.17911529541016,72009500
2021-05-26,126.95999908447266,127.38999938964844,126.41999816894531,126.8499984741211,126.12938690185547,56575900
2021-05-27,126.44000244140625,127.63999938964844,125.08000183105469,125.27999877929688,124.56830596923828,94625600
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,123.9021224975586,71311100
2021-06-01,125.08000183105469,125.3499984741211,123.94000244140625,124.27999877929688,123.57398986816406,67637100
2021-06-02,124.27999877929688,125.23999786376953,124.05000305175781,125.05999755859375,124.34954833984375,59278900
2021-06-03,124.68000030517578,124.8499984741211,123.12999725341797,123.54000091552734,122.83820343017578,76229200
2021-06-04,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,125.17485046386719,75169300
2021-06-07,126.16999816894531,126.31999969482422,124.83000183105469,125.9000015258789,125.1847915649414,71057600
2021-06-08,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376953,126.02001190185547,74403800
2021-06-09,127.20999908447266,127.75,126.5199966430664,127.12999725341797,126.40780639648438,56877900
2021-06-10,127.0199966430664,128.19000244140625,125.94000244140625,126.11000061035156,125.39360046386719,71186400
2021-06-11,126.52999877929688,127.44000244140625,126.0999984741211,127.3499984741211,126.62654876708984,53522400
2021-06-14,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,129.73875427246094,96906500
2021-06-15,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,128.90354919433594,62746300
2021-06-16,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,129.41064453125,91815000
2021-06-17,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,131.04132080078125,96721700
2021-06-18,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,129.71888732910156,108953300
2021-06-21,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,131.54844665527344,79663300
2021-06-22,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,133.21888732910156,74783600
2021-06-23,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,132.9404754638672,60214200
2021-06-24,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,132.65213012695312,68711000
2021-06-25,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,132.35385131835938,70783700
2021-06-28,133.41000366210938,135.25,133.35000610351562,134.77999877929688,134.0143585205078,62111300
2021-06-29,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,135.55555725097656,64556100
2021-06-30,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,136.1819610595703,63261400
2021-07-01,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,136.4901885986328,52485800
2021-07-02,137.89999389648438,140.0,137.75,139.9600067138672,139.1649169921875,78852600
2021-07-06,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,141.2132110595703,108181800
2021-07-07,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,143.7487335205078,104911600
2021-07-08,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,142.42628479003906,105575500
2021-07-09,142.75,145.64999389648438,142.64999389648438,145.11000061035156,144.28567504882812,99890800
2021-07-12,146.2100067138672,146.32000732421875,144.0,144.5,143.6791229248047,76299700
2021-07-13,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,144.81265258789062,100827100
2021-07-14,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,148.30270385742188,127050800
2021-07-15,149.24000549316406,150.0,147.08999633789062,148.47999572753906,147.6365203857422,106820300
2021-07-16,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,145.55838012695312,93251400
2021-07-19,143.75,144.07000732421875,141.6699981689453,142.4499969482422,141.64076232910156,121434600
2021-07-20,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,145.3197479248047,96350000
2021-07-21,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,144.5740203857422,74993500
2021-07-22,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,145.966064453125,77338200
2021-07-23,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,147.716064453125,71447400
2021-07-26,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,148.14361572265625,72434100
2021-07-27,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,145.9362335205078,104818600
2021-07-28,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,144.15638732910156,118931200
2021-07-29,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,144.81265258789062,56699500
2021-07-30,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,145.03138732910156,70440600
2021-08-02,146.36000061035156,146.9499969482422,145.25,145.52000427246094,144.69334411621094,62880000
2021-08-03,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,146.52288818359375,64786600
2021-08-04,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,146.11521911621094,56368300
2021-08-05,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,146.22459411621094,46397700
2021-08-06,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,145.52752685546875,54126800
2021-08-09,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,145.4777374267578,48908700
2021-08-10,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,144.9897918701172,69023100
2021-08-11,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,145.2487030029297,48493500
2021-08-12,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,148.2659912109375,72282600
2021-08-13,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,148.47512817382812,59375000
2021-08-16,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,150.4866485595703,103296000
2021-08-17,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,149.560546875,92229700
2021-08-18,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,145.74661254882812,86326000
2021-08-19,145.02999877929688,148.0,144.5,146.6999969482422,146.08517456054688,86960300
2021-08-20,147.44000244140625,148.5,146.77999877929688,148.19000244140625,147.5689239501953,60549600
2021-08-23,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,149.08258056640625,60131800
2021-08-24,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,148.99293518066406,48606400
2021-08-25,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,147.7382049560547,58991300
2021-08-26,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,146.92164611816406,48597200
